7 ; 0
7.004 ; -3.70979e+59
7.008 ; -7.43439e+59
7.012 ; -1.11738e+60
7.016 ; -1.4928e+60
7.02 ; -1.8697e+60
7.024 ; -2.24809e+60
7.028 ; -2.62795e+60
7.032 ; -3.0093e+60
7.036 ; -3.39213e+60
7.04 ; -3.77643e+60
7.044 ; -4.16222e+60
7.048 ; -4.54949e+60
7.052 ; -4.93824e+60
7.056 ; -5.32847e+60
7.06 ; -5.72019e+60
7.064 ; -6.11338e+60
7.068 ; -6.50805e+60
7.072 ; -6.90421e+60
7.076 ; -7.30184e+60
7.08 ; -7.70096e+60
7.084 ; -8.10156e+60
7.088 ; -8.50364e+60
7.092 ; -8.9072e+60
7.096 ; -9.31224e+60
7.1 ; -9.71876e+60
7.104 ; -1.01268e+61
7.108 ; -1.05362e+61
7.112 ; -1.09472e+61
7.116 ; -1.13597e+61
7.12 ; -1.17736e+61
7.124 ; -1.2189e+61
7.128 ; -1.26059e+61
7.132 ; 0.706192
7.136 ; 0.705008
7.14 ; 0.703824
7.144 ; 0.702638
7.148 ; 0.701452
7.152 ; 0.700264
7.156 ; 0.699075
7.16 ; 0.697886
7.164 ; 0.696695
7.168 ; 0.695503
7.172 ; 0.694311
7.176 ; 0.693117
7.18 ; 0.691922
7.184 ; 0.690726
7.188 ; 0.689529
7.192 ; 0.688332
7.196 ; 0.687133
7.2 ; 0.685933
7.204 ; 0.684732
7.208 ; 0.68353
7.212 ; 0.682326
7.216 ; 0.681122
7.22 ; 0.679917
7.224 ; 0.678711
7.228 ; 0.677503
7.232 ; 0.676295
7.236 ; 0.675086
7.24 ; 0.673875
7.244 ; 0.672663
7.248 ; 0.671451
7.252 ; 0.670237
7.256 ; 0.669022
7.26 ; 0.667806
7.264 ; 0.697075
7.268 ; 0.696799
7.272 ; 0.696522
7.276 ; 0.696243
7.28 ; 0.695964
7.284 ; 0.695683
7.288 ; 0.695401
7.292 ; 0.695118
7.296 ; 0.694834
7.3 ; 0.694549
7.304 ; 0.694263
7.308 ; 0.693975
7.312 ; 0.693686
7.316 ; 0.693397
7.32 ; 0.693106
7.324 ; 0.692813
7.328 ; 0.69252
7.332 ; 0.692226
7.336 ; 0.69193
7.34 ; 0.691633
7.344 ; 0.691335
7.348 ; 0.691036
7.352 ; 0.690736
7.356 ; 0.690434
7.36 ; 0.690132
7.364 ; 0.689828
7.368 ; 0.689523
7.372 ; 0.689217
7.376 ; 0.688909
7.38 ; 0.688601
7.384 ; 0.688291
7.388 ; 0.68798
7.392 ; 0.687006
7.396 ; 0.686906
7.4 ; 0.686805
7.404 ; 0.686703
7.408 ; 0.6866
7.412 ; 0.686495
7.416 ; 0.686389
7.42 ; 0.686282
7.424 ; 0.686174
7.428 ; 0.686064
7.432 ; 0.685953
7.436 ; 0.685841
7.44 ; 0.685728
7.444 ; 0.685613
7.448 ; 0.685498
7.452 ; 0.68538
7.456 ; 0.685262
7.46 ; 0.685142
7.464 ; 0.685022
7.468 ; 0.684899
7.472 ; 0.684776
7.476 ; 0.684651
7.48 ; 0.684525
7.484 ; 0.684398
7.488 ; 0.684269
7.492 ; 0.684139
7.496 ; 0.684008
7.5 ; 0.683876
7.504 ; 0.683742
7.508 ; 0.683607
7.512 ; 0.683471
7.516 ; 0.683333
7.52 ; 0.683194
7.524 ; 0.675624
7.528 ; 0.675441
7.532 ; 0.675258
7.536 ; 0.675072
7.54 ; 0.674886
7.544 ; 0.674698
7.548 ; 0.674509
7.552 ; 0.674318
7.556 ; 0.674127
7.56 ; 0.673933
7.564 ; 0.673739
7.568 ; 0.673543
7.572 ; 0.673345
7.576 ; 0.673147
7.58 ; 0.672947
7.584 ; 0.672745
7.588 ; 0.672542
7.592 ; 0.672338
7.596 ; 0.672132
7.6 ; 0.671925
7.604 ; 0.671717
7.608 ; 0.671507
7.612 ; 0.671296
7.616 ; 0.671083
7.62 ; 0.670869
7.624 ; 0.670654
7.628 ; 0.670437
7.632 ; 0.670219
7.636 ; 0.669999
7.64 ; 0.669778
7.644 ; 0.669555
7.648 ; 0.669331
7.652 ; 0.663383
7.656 ; 0.663179
7.66 ; 0.662973
7.664 ; 0.662766
7.668 ; 0.662557
7.672 ; 0.662347
7.676 ; 0.662135
7.68 ; 0.661922
7.684 ; 0.661708
7.688 ; 0.661492
7.692 ; 0.661274
7.696 ; 0.661055
7.7 ; 0.660834
7.704 ; 0.660612
7.708 ; 0.660389
7.712 ; 0.660164
7.716 ; 0.659937
7.72 ; 0.659709
7.724 ; 0.659479
7.728 ; 0.659248
7.732 ; 0.659016
7.736 ; 0.658781
7.74 ; 0.658546
7.744 ; 0.658308
7.748 ; 0.65807
7.752 ; 0.657829
7.756 ; 0.657587
7.76 ; 0.657344
7.764 ; 0.657099
7.768 ; 0.656852
7.772 ; 0.656604
7.776 ; 0.656355
7.78 ; 0.656103
7.784 ; 0.649699
7.788 ; 0.649442
7.792 ; 0.649184
7.796 ; 0.648924
7.8 ; 0.648662
7.804 ; 0.648399
7.808 ; 0.648134
7.812 ; 0.647868
7.816 ; 0.6476
7.82 ; 0.64733
7.824 ; 0.647059
7.828 ; 0.646786
7.832 ; 0.646511
7.836 ; 0.646235
7.84 ; 0.645957
7.844 ; 0.645678
7.848 ; 0.645397
7.852 ; 0.645114
7.856 ; 0.644829
7.86 ; 0.644543
7.864 ; 0.644255
7.868 ; 0.643965
7.872 ; 0.643674
7.876 ; 0.643381
7.88 ; 0.643087
7.884 ; 0.64279
7.888 ; 0.642492
7.892 ; 0.642192
7.896 ; 0.641891
7.9 ; 0.641588
7.904 ; 0.641283
7.908 ; 0.640976
7.912 ; 0.634879
7.916 ; 0.634561
7.92 ; 0.634241
7.924 ; 0.633919
7.928 ; 0.633596
7.932 ; 0.63327
7.936 ; 0.632943
7.94 ; 0.632615
7.944 ; 0.632284
7.948 ; 0.631952
7.952 ; 0.631618
7.956 ; 0.631282
7.96 ; 0.630944
7.964 ; 0.630604
7.968 ; 0.630263
7.972 ; 0.62992
7.976 ; 0.629575
7.98 ; 0.629228
7.984 ; 0.628879
7.988 ; 0.628529
7.992 ; 0.628176
7.996 ; 0.627822
8 ; 0.627466
8.004 ; 0.627108
8.008 ; 0.626748
8.012 ; 0.626387
8.016 ; 0.626023
8.02 ; 0.625658
8.024 ; 0.62529
8.028 ; 0.624921
8.032 ; 0.62455
8.036 ; 0.624177
8.04 ; 0.623802
8.044 ; 0.618106
8.048 ; 0.617701
8.052 ; 0.617294
8.056 ; 0.616884
8.06 ; 0.616473
8.064 ; 0.61606
8.068 ; 0.615645
8.072 ; 0.615228
8.076 ; 0.614808
8.08 ; 0.614387
8.084 ; 0.613964
8.088 ; 0.613539
8.092 ; 0.613112
8.096 ; 0.612683
8.1 ; 0.612252
8.104 ; 0.611819
8.108 ; 0.611384
8.112 ; 0.610947
8.116 ; 0.610507
8.12 ; 0.610066
8.124 ; 0.609623
8.128 ; 0.609177
8.132 ; 0.60873
8.136 ; 0.608281
8.14 ; 0.607829
8.144 ; 0.607375
8.148 ; 0.60692
8.152 ; 0.606462
8.156 ; 0.606002
